-5.000000   -10.506903
-4.960784    -3.643547
-4.921569    -8.400326
-4.882353   -11.421548
-4.843137    -3.652988
-4.803922     0.936254
-4.764706    -2.335828
-4.725490     0.293810
-4.686275    -7.911728
-4.647059   -14.949793
-4.607843    -0.622627
-4.568627    -7.957594
-4.529412    -2.648524
-4.490196    -6.319740
-4.450980   -10.947459
-4.411765    -1.866811
-4.372549    -8.020228
-4.333333   -11.719388
-4.294118     5.315450
-4.254902    -7.780566
-4.215686     5.571215
-4.176471    -9.797914
-4.137255    -7.915996
-4.098039     4.282945
-4.058824     1.028589
-4.019608    -3.026768
-3.980392    -3.094579
-3.941176    -6.885514
-3.901961    -2.396789
-3.862745    -4.642221
-3.823529    -8.192824
-3.784314    -6.700564
-3.745098    -9.318426
-3.705882    -2.247952
-3.666667    -9.057282
-3.627451     1.035007
-3.588235    -6.382603
-3.549020    -1.458107
-3.509804     0.644507
-3.470588     1.104754
-3.431373     4.202583
-3.392157     1.518422
-3.352941    -5.414700
-3.313725    -7.838035
-3.274510    -4.436224
-3.235294    -4.652140
-3.196078    -4.236611
-3.156863    -8.555322
-3.117647    -5.387682
-3.078431    -5.506658
-3.039216    -4.684445
-3.000000    -7.302833
-2.960784    -2.001736
-2.921569   -10.667162
-2.882353     2.131837
-2.843137    -6.384485
-2.803922    -3.458270
-2.764706    -9.418740
-2.725490    -1.199804
-2.686275    -2.352671
-2.647059    -8.539834
-2.607843   -10.207356
-2.568627    -3.044404
-2.529412    -2.679756
-2.490196     0.443864
-2.450980     0.305456
-2.411765    -7.505548
-2.372549    -5.436395
-2.333333    -5.541672
-2.294118     1.231573
-2.254902    -6.170273
-2.215686    -2.003690
-2.176471    -6.441691
-2.137255    -0.363153
-2.098039     1.309090
-2.058824     6.072857
-2.019608     1.734614
-1.980392    -4.168599
-1.941176    -0.333933
-1.901961    -9.865988
-1.862745    -8.586164
-1.823529     0.381115
-1.784314     4.936444
-1.745098    -3.181857
-1.705882    -6.465262
-1.666667    -9.307142
-1.627451    -9.158599
-1.588235     4.805561
-1.549020    -2.597633
-1.509804    -2.680589
-1.470588    -1.040940
-1.431373     2.952660
-1.392157    -1.546409
-1.352941    -2.686442
-1.313725    -3.344104
-1.274510     5.107963
-1.235294    -4.283483
-1.196078     1.543833
-1.156863    -1.601437
-1.117647     0.317021
-1.078431     5.780757
-1.039216     1.005540
-1.000000     1.095681
-0.960784     7.527463
-0.921569    12.107205
-0.882353     1.213098
-0.843137     2.010046
-0.803922    -4.509845
-0.764706    -4.949388
-0.725490    -3.361763
-0.686275     1.403769
-0.647059     1.042539
-0.607843     5.325202
-0.568627    -3.214377
-0.529412    -3.885250
-0.490196    -3.386396
-0.450980     0.792271
-0.411765     7.582804
-0.372549     7.704258
-0.333333    -5.034522
-0.294118    -4.923952
-0.254902    -3.390999
-0.215686     4.390398
-0.176471     0.362916
-0.137255    10.183782
-0.098039    -6.205760
-0.058824    -1.805915
-0.019608    13.597931
0.019608     0.459488
0.058824     0.109844
0.098039     0.100423
0.137255    11.455835
0.176471    -1.327957
0.215686     3.145991
0.254902    -0.788431
0.294118     4.902009
0.333333    -7.144880
0.372549    -5.087290
0.411765     4.401458
0.450980    -1.165973
0.490196     1.044876
0.529412    -5.676111
0.568627     0.029790
0.607843    -3.361156
0.647059    -0.880081
0.686275     0.026765
0.725490     5.226305
0.764706     0.780758
0.803922     4.119274
0.843137    13.657048
0.882353    -4.500311
0.921569     1.631217
0.960784     6.262414
1.000000    -5.468992
1.039216     3.603713
1.078431     8.009105
1.117647     6.930159
1.156863     0.219952
1.196078    -2.721621
1.235294     2.731578
1.274510     5.762362
1.313725    -0.594782
1.352941     6.877258
1.392157     5.778151
1.431373     1.977806
1.470588     2.561724
1.509804    -2.302644
1.549020    11.940910
1.588235    -3.903286
1.627451     9.673068
1.666667    -3.298891
1.705882     6.521329
1.745098     2.813650
1.784314    11.178695
1.823529     2.044852
1.862745    -0.981588
1.901961     5.156295
1.941176     7.739590
1.980392     8.261337
2.019608     0.348955
2.058824    -5.314281
2.098039     2.789463
2.137255    13.089641
2.176471     6.413245
2.215686     3.496194
2.254902     4.218545
2.294118     0.918640
2.333333    -1.086874
2.372549     5.838614
2.411765     3.958288
2.450980    12.383198
2.490196     5.649288
2.529412    10.006688
2.568627     9.235359
2.607843     2.261453
2.647059     7.692213
2.686275     3.306325
2.725490    10.473197
2.764706     0.605008
2.803922     5.377668
2.843137    -0.966471
2.882353    -1.858633
2.921569     3.848523
2.960784     6.983503
3.000000     3.565680
3.039216     2.477651
3.078431    14.711999
3.117647     7.047734
3.156863     1.582557
3.196078     7.147432
3.235294     0.894070
3.274510     4.309625
3.313725    10.212888
3.352941    -6.875619
3.392157     6.434965
3.431373    13.005040
3.470588     2.547681
3.509804    10.193763
3.549020    -0.006497
3.588235     9.634369
3.627451     0.634075
3.666667    -3.476401
3.705882     2.393932
3.745098     9.255857
3.784314    12.696209
3.823529     3.226721
3.862745    -4.295967
3.901961     8.381573
3.941176    15.868067
3.980392     2.748149
4.019608     4.535662
4.058824     9.683400
4.098039     4.786726
4.137255     4.510949
4.176471    10.385534
4.215686     9.921250
4.254902    -0.924132
4.294118     3.773121
4.333333    11.678907
4.372549    -3.270426
4.411765    10.064014
4.450980     8.619389
4.490196     8.417347
4.529412     2.755448
4.568627    10.608358
4.607843     4.827689
4.647059    19.471091
4.686275     2.514169
4.725490     7.906280
4.764706     1.401596
4.803922     8.178661
4.843137     9.726011
4.882353     1.810592
4.921569     7.649849
4.960784     8.681634
5.000000     2.202859
